,fold,filename,classID
81,1,122690-6-0-0.wav_3.npy,6
82,1,124489-9-0-12.wav_0.npy,9
83,1,124489-9-0-12.wav_1.npy,9
84,1,124489-9-0-12.wav_2.npy,9
85,1,124489-9-0-12.wav_3.npy,9
86,1,124489-9-0-12.wav_0.npy,9
87,1,124489-9-0-12.wav_1.npy,9
88,1,124489-9-0-12.wav_2.npy,9
89,1,124489-9-0-12.wav_3.npy,9
90,1,124489-9-0-14.wav_0.npy,9
91,1,124489-9-0-14.wav_1.npy,9
92,1,124489-9-0-14.wav_2.npy,9
93,1,124489-9-0-14.wav_3.npy,9
94,1,124489-9-0-14.wav_0.npy,9
95,1,124489-9-0-14.wav_1.npy,9
96,1,124489-9-0-14.wav_2.npy,9
97,1,124489-9-0-14.wav_3.npy,9
98,1,124489-9-0-16.wav_0.npy,9
99,1,124489-9-0-16.wav_1.npy,9
100,1,124489-9-0-16.wav_2.npy,9
101,1,124489-9-0-16.wav_3.npy,9
102,1,124489-9-0-16.wav_0.npy,9
103,1,124489-9-0-16.wav_1.npy,9
104,1,124489-9-0-16.wav_2.npy,9
105,1,124489-9-0-16.wav_3.npy,9
106,1,124489-9-0-17.wav_0.npy,9
107,1,124489-9-0-17.wav_1.npy,9
108,1,124489-9-0-17.wav_2.npy,9
109,1,124489-9-0-17.wav_3.npy,9
110,1,124489-9-0-17.wav_0.npy,9
111,1,124489-9-0-17.wav_1.npy,9
112,1,124489-9-0-17.wav_2.npy,9
113,1,124489-9-0-17.wav_3.npy,9
114,1,124489-9-0-18.wav_0.npy,9
115,1,124489-9-0-18.wav_1.npy,9
116,1,124489-9-0-18.wav_2.npy,9
117,1,124489-9-0-18.wav_3.npy,9
118,1,124489-9-0-18.wav_0.npy,9
119,1,124489-9-0-18.wav_1.npy,9
120,1,124489-9-0-18.wav_2.npy,9
121,1,124489-9-0-18.wav_3.npy,9
122,1,124489-9-0-6.wav_0.npy,9
123,1,124489-9-0-6.wav_1.npy,9
124,1,124489-9-0-6.wav_2.npy,9
125,1,124489-9-0-6.wav_3.npy,9
126,1,124489-9-0-6.wav_0.npy,9
127,1,124489-9-0-6.wav_1.npy,9
128,1,124489-9-0-6.wav_2.npy,9
129,1,124489-9-0-6.wav_3.npy,9
130,1,125791-3-0-12.wav_0.npy,3
131,1,125791-3-0-12.wav_1.npy,3
132,1,125791-3-0-12.wav_2.npy,3
133,1,125791-3-0-12.wav_3.npy,3
134,1,125791-3-0-12.wav_0.npy,3
135,1,125791-3-0-12.wav_1.npy,3
136,1,125791-3-0-12.wav_2.npy,3
137,1,125791-3-0-12.wav_3.npy,3
138,1,125791-3-0-13.wav_0.npy,3
139,1,125791-3-0-13.wav_1.npy,3
140,1,125791-3-0-13.wav_2.npy,3
141,1,125791-3-0-13.wav_3.npy,3
142,1,125791-3-0-13.wav_0.npy,3
143,1,125791-3-0-13.wav_1.npy,3
144,1,125791-3-0-13.wav_2.npy,3
145,1,125791-3-0-13.wav_3.npy,3
146,1,125791-3-0-15.wav_0.npy,3
147,1,125791-3-0-15.wav_1.npy,3
148,1,125791-3-0-15.wav_2.npy,3
149,1,125791-3-0-15.wav_3.npy,3
150,1,125791-3-0-15.wav_0.npy,3
151,1,125791-3-0-15.wav_1.npy,3
152,1,125791-3-0-15.wav_2.npy,3
153,1,125791-3-0-15.wav_3.npy,3
154,1,125791-3-0-9.wav_0.npy,3
155,1,125791-3-0-9.wav_1.npy,3
156,1,125791-3-0-9.wav_2.npy,3
157,1,125791-3-0-9.wav_3.npy,3
158,1,125791-3-0-9.wav_0.npy,3
159,1,125791-3-0-9.wav_1.npy,3
160,1,125791-3-0-9.wav_2.npy,3
161,1,125791-3-0-9.wav_3.npy,3
162,1,132016-9-0-0.wav_0.npy,9
163,1,132016-9-0-0.wav_1.npy,9
164,1,132016-9-0-0.wav_2.npy,9
165,1,132016-9-0-0.wav_3.npy,9
166,1,132016-9-0-0.wav_0.npy,9
167,1,132016-9-0-0.wav_1.npy,9
168,1,132016-9-0-0.wav_2.npy,9
169,1,132016-9-0-0.wav_3.npy,9
170,1,132016-9-0-11.wav_0.npy,9
171,1,132016-9-0-11.wav_1.npy,9
172,1,132016-9-0-11.wav_2.npy,9
173,1,132016-9-0-11.wav_3.npy,9
174,1,132016-9-0-11.wav_0.npy,9
175,1,132016-9-0-11.wav_1.npy,9
176,1,132016-9-0-11.wav_2.npy,9
177,1,132016-9-0-11.wav_3.npy,9
178,1,132016-9-0-14.wav_0.npy,9
179,1,132016-9-0-14.wav_1.npy,9
180,1,132016-9-0-14.wav_2.npy,9
181,1,132016-9-0-14.wav_3.npy,9
182,1,132016-9-0-14.wav_0.npy,9
183,1,132016-9-0-14.wav_1.npy,9
184,1,132016-9-0-14.wav_2.npy,9
185,1,132016-9-0-14.wav_3.npy,9
186,1,132016-9-0-16.wav_0.npy,9
187,1,132016-9-0-16.wav_1.npy,9
188,1,132016-9-0-16.wav_2.npy,9
189,1,132016-9-0-16.wav_3.npy,9
190,1,132016-9-0-16.wav_0.npy,9
191,1,132016-9-0-16.wav_1.npy,9
192,1,132016-9-0-16.wav_2.npy,9
193,1,132016-9-0-16.wav_3.npy,9
194,1,132016-9-0-20.wav_0.npy,9
195,1,132016-9-0-20.wav_1.npy,9
196,1,132016-9-0-20.wav_2.npy,9
197,1,132016-9-0-20.wav_3.npy,9
198,1,132016-9-0-20.wav_0.npy,9
199,1,132016-9-0-20.wav_1.npy,9
200,1,132016-9-0-20.wav_2.npy,9
201,1,132016-9-0-20.wav_3.npy,9
202,1,132016-9-0-6.wav_0.npy,9
203,1,132016-9-0-6.wav_1.npy,9
204,1,132016-9-0-6.wav_2.npy,9
205,1,132016-9-0-6.wav_3.npy,9
206,1,132016-9-0-6.wav_0.npy,9
207,1,132016-9-0-6.wav_1.npy,9
208,1,132016-9-0-6.wav_2.npy,9
209,1,132016-9-0-6.wav_3.npy,9
210,1,134717-0-0-0.wav_0.npy,0
211,1,134717-0-0-0.wav_1.npy,0
212,1,134717-0-0-0.wav_2.npy,0
213,1,134717-0-0-0.wav_3.npy,0
214,1,134717-0-0-0.wav_0.npy,0
215,1,134717-0-0-0.wav_1.npy,0
216,1,134717-0-0-0.wav_2.npy,0
217,1,134717-0-0-0.wav_3.npy,0
218,1,134717-0-0-1.wav_0.npy,0
219,1,134717-0-0-1.wav_1.npy,0
220,1,134717-0-0-1.wav_2.npy,0
221,1,134717-0-0-1.wav_3.npy,0
222,1,134717-0-0-1.wav_0.npy,0
223,1,134717-0-0-1.wav_1.npy,0
224,1,134717-0-0-1.wav_2.npy,0
225,1,134717-0-0-1.wav_3.npy,0
226,1,134717-0-0-12.wav_0.npy,0
227,1,134717-0-0-12.wav_1.npy,0
228,1,134717-0-0-12.wav_2.npy,0
229,1,134717-0-0-12.wav_3.npy,0
230,1,134717-0-0-12.wav_0.npy,0
231,1,134717-0-0-12.wav_1.npy,0
232,1,134717-0-0-12.wav_2.npy,0
233,1,134717-0-0-12.wav_3.npy,0
234,1,134717-0-0-13.wav_0.npy,0
235,1,134717-0-0-13.wav_1.npy,0
236,1,134717-0-0-13.wav_2.npy,0
237,1,134717-0-0-13.wav_3.npy,0
238,1,134717-0-0-13.wav_0.npy,0
239,1,134717-0-0-13.wav_1.npy,0
240,1,134717-0-0-13.wav_2.npy,0
241,1,134717-0-0-13.wav_3.npy,0
242,1,134717-0-0-14.wav_0.npy,0
243,1,134717-0-0-14.wav_1.npy,0
244,1,134717-0-0-14.wav_2.npy,0
245,1,134717-0-0-14.wav_3.npy,0
246,1,134717-0-0-14.wav_0.npy,0
247,1,134717-0-0-14.wav_1.npy,0
248,1,134717-0-0-14.wav_2.npy,0
249,1,134717-0-0-14.wav_3.npy,0
250,1,134717-0-0-15.wav_0.npy,0
251,1,134717-0-0-15.wav_1.npy,0
252,1,134717-0-0-15.wav_2.npy,0
253,1,134717-0-0-15.wav_3.npy,0
254,1,134717-0-0-15.wav_0.npy,0
255,1,134717-0-0-15.wav_1.npy,0
256,1,134717-0-0-15.wav_2.npy,0
257,1,134717-0-0-15.wav_3.npy,0
258,1,134717-0-0-16.wav_0.npy,0
259,1,134717-0-0-16.wav_1.npy,0
260,1,134717-0-0-16.wav_2.npy,0
261,1,134717-0-0-16.wav_3.npy,0
262,1,134717-0-0-16.wav_0.npy,0
263,1,134717-0-0-16.wav_1.npy,0
264,1,134717-0-0-16.wav_2.npy,0
265,1,134717-0-0-16.wav_3.npy,0
266,1,134717-0-0-18.wav_0.npy,0
267,1,134717-0-0-18.wav_1.npy,0
268,1,134717-0-0-18.wav_2.npy,0
269,1,134717-0-0-18.wav_3.npy,0
270,1,134717-0-0-18.wav_0.npy,0
271,1,134717-0-0-18.wav_1.npy,0
272,1,134717-0-0-18.wav_2.npy,0
273,1,134717-0-0-18.wav_3.npy,0
274,1,134717-0-0-19.wav_0.npy,0
275,1,134717-0-0-19.wav_1.npy,0
276,1,134717-0-0-19.wav_2.npy,0
277,1,134717-0-0-19.wav_3.npy,0
278,1,134717-0-0-19.wav_0.npy,0
279,1,134717-0-0-19.wav_1.npy,0
280,1,134717-0-0-19.wav_2.npy,0
281,1,134717-0-0-19.wav_3.npy,0
282,1,134717-0-0-2.wav_0.npy,0
283,1,134717-0-0-2.wav_1.npy,0
284,1,134717-0-0-2.wav_2.npy,0
285,1,134717-0-0-2.wav_3.npy,0
286,1,134717-0-0-2.wav_0.npy,0
287,1,134717-0-0-2.wav_1.npy,0
288,1,134717-0-0-2.wav_2.npy,0
289,1,134717-0-0-2.wav_3.npy,0
290,1,134717-0-0-20.wav_0.npy,0
291,1,134717-0-0-20.wav_1.npy,0
292,1,134717-0-0-20.wav_2.npy,0
293,1,134717-0-0-20.wav_3.npy,0
294,1,134717-0-0-20.wav_0.npy,0
295,1,134717-0-0-20.wav_1.npy,0
296,1,134717-0-0-20.wav_2.npy,0
297,1,134717-0-0-20.wav_3.npy,0
298,1,134717-0-0-21.wav_0.npy,0
299,1,134717-0-0-21.wav_1.npy,0
300,1,134717-0-0-21.wav_2.npy,0
301,1,134717-0-0-21.wav_3.npy,0
302,1,134717-0-0-21.wav_0.npy,0
303,1,134717-0-0-21.wav_1.npy,0
304,1,134717-0-0-21.wav_2.npy,0
305,1,134717-0-0-21.wav_3.npy,0
306,1,134717-0-0-22.wav_0.npy,0
307,1,134717-0-0-22.wav_1.npy,0
308,1,134717-0-0-22.wav_2.npy,0
309,1,134717-0-0-22.wav_3.npy,0
310,1,134717-0-0-22.wav_0.npy,0
311,1,134717-0-0-22.wav_1.npy,0
312,1,134717-0-0-22.wav_2.npy,0
313,1,134717-0-0-22.wav_3.npy,0
314,1,134717-0-0-23.wav_0.npy,0
315,1,134717-0-0-23.wav_1.npy,0
316,1,134717-0-0-23.wav_2.npy,0
317,1,134717-0-0-23.wav_3.npy,0
318,1,134717-0-0-23.wav_0.npy,0
319,1,134717-0-0-23.wav_1.npy,0
320,1,134717-0-0-23.wav_2.npy,0
321,1,134717-0-0-23.wav_3.npy,0
322,1,134717-0-0-24.wav_0.npy,0
323,1,134717-0-0-24.wav_1.npy,0
324,1,134717-0-0-24.wav_2.npy,0
325,1,134717-0-0-24.wav_3.npy,0
326,1,134717-0-0-24.wav_0.npy,0
327,1,134717-0-0-24.wav_1.npy,0
328,1,134717-0-0-24.wav_2.npy,0
329,1,134717-0-0-24.wav_3.npy,0
330,1,134717-0-0-25.wav_0.npy,0
331,1,134717-0-0-25.wav_1.npy,0
332,1,134717-0-0-25.wav_2.npy,0
333,1,134717-0-0-25.wav_3.npy,0
334,1,134717-0-0-25.wav_0.npy,0
335,1,134717-0-0-25.wav_1.npy,0
336,1,134717-0-0-25.wav_2.npy,0
337,1,134717-0-0-25.wav_3.npy,0
338,1,134717-0-0-26.wav_0.npy,0
339,1,134717-0-0-26.wav_1.npy,0
340,1,134717-0-0-26.wav_2.npy,0
341,1,134717-0-0-26.wav_3.npy,0
342,1,134717-0-0-26.wav_0.npy,0
343,1,134717-0-0-26.wav_1.npy,0
344,1,134717-0-0-26.wav_2.npy,0
345,1,134717-0-0-26.wav_3.npy,0
346,1,134717-0-0-27.wav_0.npy,0
347,1,134717-0-0-27.wav_1.npy,0
348,1,134717-0-0-27.wav_2.npy,0
349,1,134717-0-0-27.wav_3.npy,0
350,1,134717-0-0-27.wav_0.npy,0
351,1,134717-0-0-27.wav_1.npy,0
352,1,134717-0-0-27.wav_2.npy,0
353,1,134717-0-0-27.wav_3.npy,0
354,1,134717-0-0-28.wav_0.npy,0
355,1,134717-0-0-28.wav_1.npy,0
356,1,134717-0-0-28.wav_2.npy,0
357,1,134717-0-0-28.wav_3.npy,0
358,1,134717-0-0-28.wav_0.npy,0
359,1,134717-0-0-28.wav_1.npy,0
360,1,134717-0-0-28.wav_2.npy,0
361,1,134717-0-0-28.wav_3.npy,0
362,1,134717-0-0-4.wav_0.npy,0
363,1,134717-0-0-4.wav_1.npy,0
364,1,134717-0-0-4.wav_2.npy,0
365,1,134717-0-0-4.wav_3.npy,0
366,1,134717-0-0-4.wav_0.npy,0
367,1,134717-0-0-4.wav_1.npy,0
368,1,134717-0-0-4.wav_2.npy,0
369,1,134717-0-0-4.wav_3.npy,0
370,1,134717-0-0-5.wav_0.npy,0
371,1,134717-0-0-5.wav_1.npy,0
372,1,134717-0-0-5.wav_2.npy,0
373,1,134717-0-0-5.wav_3.npy,0
374,1,134717-0-0-5.wav_0.npy,0
375,1,134717-0-0-5.wav_1.npy,0
376,1,134717-0-0-5.wav_2.npy,0
377,1,134717-0-0-5.wav_3.npy,0
378,1,134717-0-0-6.wav_0.npy,0
379,1,134717-0-0-6.wav_1.npy,0
380,1,134717-0-0-6.wav_2.npy,0
381,1,134717-0-0-6.wav_3.npy,0
382,1,134717-0-0-6.wav_0.npy,0
383,1,134717-0-0-6.wav_1.npy,0
384,1,134717-0-0-6.wav_2.npy,0
385,1,134717-0-0-6.wav_3.npy,0
386,1,134717-0-0-7.wav_0.npy,0
387,1,134717-0-0-7.wav_1.npy,0
388,1,134717-0-0-7.wav_2.npy,0
389,1,134717-0-0-7.wav_3.npy,0
390,1,134717-0-0-7.wav_0.npy,0
391,1,134717-0-0-7.wav_1.npy,0
392,1,134717-0-0-7.wav_2.npy,0
393,1,134717-0-0-7.wav_3.npy,0
394,1,134717-0-0-8.wav_0.npy,0
395,1,134717-0-0-8.wav_1.npy,0
396,1,134717-0-0-8.wav_2.npy,0
397,1,134717-0-0-8.wav_3.npy,0
398,1,134717-0-0-8.wav_0.npy,0
399,1,134717-0-0-8.wav_1.npy,0
400,1,134717-0-0-8.wav_2.npy,0
401,1,134717-0-0-8.wav_3.npy,0
402,1,134717-0-0-9.wav_0.npy,0
403,1,134717-0-0-9.wav_1.npy,0
404,1,134717-0-0-9.wav_2.npy,0
405,1,134717-0-0-9.wav_3.npy,0
406,1,134717-0-0-9.wav_0.npy,0
407,1,134717-0-0-9.wav_1.npy,0
408,1,134717-0-0-9.wav_2.npy,0
409,1,134717-0-0-9.wav_3.npy,0
410,1,137156-9-0-28.wav_0.npy,9
411,1,137156-9-0-28.wav_1.npy,9
412,1,137156-9-0-28.wav_2.npy,9
413,1,137156-9-0-28.wav_3.npy,9
414,1,137156-9-0-28.wav_0.npy,9
415,1,137156-9-0-28.wav_1.npy,9
416,1,137156-9-0-28.wav_2.npy,9
417,1,137156-9-0-28.wav_3.npy,9
418,1,137156-9-0-30.wav_0.npy,9
419,1,137156-9-0-30.wav_1.npy,9
420,1,137156-9-0-30.wav_2.npy,9
421,1,137156-9-0-30.wav_3.npy,9
422,1,137156-9-0-30.wav_0.npy,9
423,1,137156-9-0-30.wav_1.npy,9
424,1,137156-9-0-30.wav_2.npy,9
425,1,137156-9-0-30.wav_3.npy,9
426,1,137156-9-0-31.wav_0.npy,9
427,1,137156-9-0-31.wav_1.npy,9
428,1,137156-9-0-31.wav_2.npy,9
429,1,137156-9-0-31.wav_3.npy,9
430,1,137156-9-0-31.wav_0.npy,9
431,1,137156-9-0-31.wav_1.npy,9
432,1,137156-9-0-31.wav_2.npy,9
433,1,137156-9-0-31.wav_3.npy,9
434,1,137156-9-0-5.wav_0.npy,9
435,1,137156-9-0-5.wav_1.npy,9
436,1,137156-9-0-5.wav_2.npy,9
437,1,137156-9-0-5.wav_3.npy,9
438,1,137156-9-0-5.wav_0.npy,9
439,1,137156-9-0-5.wav_1.npy,9
440,1,137156-9-0-5.wav_2.npy,9
441,1,137156-9-0-5.wav_3.npy,9
442,1,137156-9-0-73.wav_0.npy,9
443,1,137156-9-0-73.wav_1.npy,9
444,1,137156-9-0-73.wav_2.npy,9
445,1,137156-9-0-73.wav_3.npy,9
446,1,137156-9-0-73.wav_0.npy,9
447,1,137156-9-0-73.wav_1.npy,9
448,1,137156-9-0-73.wav_2.npy,9
449,1,137156-9-0-73.wav_3.npy,9
450,1,137156-9-0-79.wav_0.npy,9
451,1,137156-9-0-79.wav_1.npy,9
452,1,137156-9-0-79.wav_2.npy,9
453,1,137156-9-0-79.wav_3.npy,9
454,1,137156-9-0-79.wav_0.npy,9
455,1,137156-9-0-79.wav_1.npy,9
456,1,137156-9-0-79.wav_2.npy,9
457,1,137156-9-0-79.wav_3.npy,9
458,1,138015-3-0-1.wav_0.npy,3
459,1,138015-3-0-1.wav_1.npy,3
460,1,138015-3-0-1.wav_2.npy,3
461,1,138015-3-0-1.wav_3.npy,3
462,1,138015-3-0-1.wav_0.npy,3
463,1,138015-3-0-1.wav_1.npy,3
464,1,138015-3-0-1.wav_2.npy,3
465,1,138015-3-0-1.wav_3.npy,3
466,1,138015-3-0-5.wav_0.npy,3
467,1,138015-3-0-5.wav_1.npy,3
468,1,138015-3-0-5.wav_2.npy,3
469,1,138015-3-0-5.wav_3.npy,3
470,1,138015-3-0-5.wav_0.npy,3
471,1,138015-3-0-5.wav_1.npy,3
472,1,138015-3-0-5.wav_2.npy,3
473,1,138015-3-0-5.wav_3.npy,3
474,1,138015-3-0-7.wav_0.npy,3
475,1,138015-3-0-7.wav_1.npy,3
476,1,138015-3-0-7.wav_2.npy,3
477,1,138015-3-0-7.wav_3.npy,3
478,1,138015-3-0-7.wav_0.npy,3
479,1,138015-3-0-7.wav_1.npy,3
480,1,138015-3-0-7.wav_2.npy,3
481,1,138015-3-0-7.wav_3.npy,3
482,1,139951-9-0-13.wav_0.npy,9
483,1,139951-9-0-13.wav_1.npy,9
484,1,139951-9-0-13.wav_2.npy,9
485,1,139951-9-0-13.wav_3.npy,9
486,1,139951-9-0-13.wav_0.npy,9
487,1,139951-9-0-13.wav_1.npy,9
488,1,139951-9-0-13.wav_2.npy,9
489,1,139951-9-0-13.wav_3.npy,9
490,1,139951-9-0-17.wav_0.npy,9
491,1,139951-9-0-17.wav_1.npy,9
492,1,139951-9-0-17.wav_2.npy,9
493,1,139951-9-0-17.wav_3.npy,9
494,1,139951-9-0-17.wav_0.npy,9
495,1,139951-9-0-17.wav_1.npy,9
496,1,139951-9-0-17.wav_2.npy,9
497,1,139951-9-0-17.wav_3.npy,9
498,1,139951-9-0-29.wav_0.npy,9
499,1,139951-9-0-29.wav_1.npy,9
500,1,139951-9-0-29.wav_2.npy,9
501,1,139951-9-0-29.wav_3.npy,9
502,1,139951-9-0-29.wav_0.npy,9
503,1,139951-9-0-29.wav_1.npy,9
504,1,139951-9-0-29.wav_2.npy,9
505,1,139951-9-0-29.wav_3.npy,9
506,1,139951-9-0-33.wav_0.npy,9
507,1,139951-9-0-33.wav_1.npy,9
508,1,139951-9-0-33.wav_2.npy,9
509,1,139951-9-0-33.wav_3.npy,9
510,1,139951-9-0-33.wav_0.npy,9
511,1,139951-9-0-33.wav_1.npy,9
512,1,139951-9-0-33.wav_2.npy,9
513,1,139951-9-0-33.wav_3.npy,9
514,1,139951-9-0-45.wav_0.npy,9
515,1,139951-9-0-45.wav_1.npy,9
516,1,139951-9-0-45.wav_2.npy,9
517,1,139951-9-0-45.wav_3.npy,9
518,1,139951-9-0-45.wav_0.npy,9
519,1,139951-9-0-45.wav_1.npy,9
520,1,139951-9-0-45.wav_2.npy,9
521,1,139951-9-0-45.wav_3.npy,9
522,1,139951-9-0-9.wav_0.npy,9
523,1,139951-9-0-9.wav_1.npy,9
524,1,139951-9-0-9.wav_2.npy,9
525,1,139951-9-0-9.wav_3.npy,9
526,1,139951-9-0-9.wav_0.npy,9
527,1,139951-9-0-9.wav_1.npy,9
528,1,139951-9-0-9.wav_2.npy,9
529,1,139951-9-0-9.wav_3.npy,9
530,1,14113-4-0-0.wav_0.npy,4
531,1,14113-4-0-0.wav_1.npy,4
532,1,14113-4-0-0.wav_2.npy,4
533,1,14113-4-0-0.wav_3.npy,4
534,1,14113-4-0-0.wav_0.npy,4
535,1,14113-4-0-0.wav_1.npy,4
536,1,14113-4-0-0.wav_2.npy,4
537,1,14113-4-0-0.wav_3.npy,4
538,1,14113-4-0-1.wav_0.npy,4
539,1,14113-4-0-1.wav_1.npy,4
540,1,14113-4-0-1.wav_2.npy,4
541,1,14113-4-0-1.wav_3.npy,4
542,1,14113-4-0-1.wav_0.npy,4
543,1,14113-4-0-1.wav_1.npy,4
544,1,14113-4-0-1.wav_2.npy,4
545,1,14113-4-0-1.wav_3.npy,4
546,1,143604-5-0-0.wav_0.npy,5
547,1,143604-5-0-0.wav_1.npy,5
548,1,143604-5-0-0.wav_2.npy,5
549,1,143604-5-0-0.wav_0.npy,5
550,1,143604-5-0-0.wav_1.npy,5
551,1,143604-5-0-0.wav_2.npy,5
552,1,143651-2-0-0.wav_0.npy,2
553,1,143651-2-0-0.wav_1.npy,2
554,1,143651-2-0-0.wav_2.npy,2
555,1,143651-2-0-0.wav_3.npy,2
556,1,143651-2-0-0.wav_0.npy,2
557,1,143651-2-0-0.wav_1.npy,2
558,1,143651-2-0-0.wav_2.npy,2
559,1,143651-2-0-0.wav_3.npy,2
560,1,143651-2-0-16.wav_0.npy,2
561,1,143651-2-0-16.wav_1.npy,2
562,1,143651-2-0-16.wav_2.npy,2
563,1,143651-2-0-16.wav_3.npy,2
564,1,143651-2-0-16.wav_0.npy,2
565,1,143651-2-0-16.wav_1.npy,2
566,1,143651-2-0-16.wav_2.npy,2
567,1,143651-2-0-16.wav_3.npy,2
568,1,143651-2-0-20.wav_0.npy,2
569,1,143651-2-0-20.wav_1.npy,2
570,1,143651-2-0-20.wav_2.npy,2
571,1,143651-2-0-20.wav_3.npy,2
572,1,143651-2-0-20.wav_0.npy,2
573,1,143651-2-0-20.wav_1.npy,2
574,1,143651-2-0-20.wav_2.npy,2
575,1,143651-2-0-20.wav_3.npy,2
576,1,143651-2-0-22.wav_0.npy,2
577,1,143651-2-0-22.wav_1.npy,2
578,1,143651-2-0-22.wav_2.npy,2
579,1,143651-2-0-22.wav_3.npy,2
580,1,143651-2-0-22.wav_0.npy,2
581,1,143651-2-0-22.wav_1.npy,2
582,1,143651-2-0-22.wav_2.npy,2
583,1,143651-2-0-22.wav_3.npy,2
584,1,143651-2-0-39.wav_0.npy,2
585,1,143651-2-0-39.wav_1.npy,2
586,1,143651-2-0-39.wav_2.npy,2
587,1,143651-2-0-39.wav_3.npy,2
588,1,143651-2-0-39.wav_0.npy,2
589,1,143651-2-0-39.wav_1.npy,2
590,1,143651-2-0-39.wav_2.npy,2
591,1,143651-2-0-39.wav_3.npy,2
592,1,143651-2-0-55.wav_0.npy,2
593,1,143651-2-0-55.wav_1.npy,2
594,1,143651-2-0-55.wav_2.npy,2
595,1,143651-2-0-55.wav_3.npy,2
596,1,143651-2-0-55.wav_0.npy,2
597,1,143651-2-0-55.wav_1.npy,2
598,1,143651-2-0-55.wav_2.npy,2
599,1,143651-2-0-55.wav_3.npy,2
600,1,143651-2-0-59.wav_0.npy,2
601,1,143651-2-0-59.wav_1.npy,2
602,1,143651-2-0-59.wav_2.npy,2
603,1,143651-2-0-59.wav_3.npy,2
604,1,143651-2-0-59.wav_0.npy,2
605,1,143651-2-0-59.wav_1.npy,2
606,1,143651-2-0-59.wav_2.npy,2
